performance_metric_2,unit_serial_number,process_end_date
0.05039999999999999,Unit_871,2022-04-01 19:45
0.10079999999999999,Unit_208,2022-04-01 19:31
0.063,Unit_872,2022-04-01 20:14
0.063,Unit_873,2022-04-02 3:17
0.084,Unit_874,2022-04-02 1:24
0.12179999999999999,Unit_875,2022-04-02 2:29
0.126,Unit_210,2022-04-02 1:26
0.063,Unit_212,2022-04-02 5:04
0.05039999999999999,Unit_878,2022-04-02 6:04
0.0924,Unit_879,2022-04-02 5:49
0.1092,Unit_880,2022-04-02 6:49
0.11760000000000001,Unit_881,2022-04-02 14:28
0.0798,Unit_884,2022-04-02 15:10
0.0462,Unit_885,2022-04-02 15:48
0.084,Unit_216,2022-04-02 14:56
0.05039999999999999,Unit_217,2022-04-02 18:37
0.0336,Unit_218,2022-04-02 22:10
0.0378,Unit_220,2022-04-02 21:40
0.084,Unit_887,2022-04-02 22:08
0.0378,Unit_221,2022-04-03 16:30
0.1386,Unit_888,2022-04-03 14:27
0.0756,Unit_222,2022-04-03 13:43
0.12179999999999999,Unit_890,2022-04-03 21:25
0.063,Unit_891,2022-04-04 2:10
0.058800000000000005,Unit_894,2022-04-04 5:19
0.1386,Unit_895,2022-04-04 3:46
0.0714,Unit_225,2022-04-04 8:00
0.058800000000000005,Unit_226,2022-04-04 7:06
0.0798,Unit_227,2022-04-04 7:15
0.08819999999999999,Unit_228,2022-04-04 7:44
0.0336,Unit_897,2022-04-04 6:33
0.0336,Unit_229,2022-04-04 13:54
0.1848,Unit_899,2022-04-04 16:38
0.105,Unit_231,2022-04-05 5:11
0.15539999999999998,Unit_901,2022-04-05 8:57
0.05039999999999999,Unit_902,2022-04-05 11:09
0.10079999999999999,Unit_903,2022-04-06 19:03
0.13019999999999998,Unit_233,2022-04-08 17:18
0.0672,Unit_904,2022-04-08 16:57
0.252,Unit_235,2022-04-08 21:48
0.12179999999999999,Unit_906,2022-04-09 0:24
0.1134,Unit_236,2022-04-09 3:41
0.0924,Unit_237,2022-04-09 1:09
0.0966,Unit_238,2022-04-09 2:42
0.0756,Unit_907,2022-04-09 3:57
0.058800000000000005,Unit_240,2022-04-09 6:44
0.10079999999999999,Unit_910,2022-04-09 7:41
0.058800000000000005,Unit_911,2022-04-09 7:31
0.126,Unit_912,2022-04-09 9:02
0.058800000000000005,Unit_913,2022-04-09 8:57
0.058800000000000005,Unit_241,2022-04-09 8:29
0.05039999999999999,Unit_914,2022-04-09 6:32
0.1428,Unit_915,2022-04-09 12:22
0.058800000000000005,Unit_916,2022-04-09 11:15
0.0672,Unit_242,2022-04-09 11:32
0.0924,Unit_243,2022-04-09 10:21
0.0462,Unit_918,2022-04-09 11:39
0.0672,Unit_244,2022-04-09 10:58
0.0672,Unit_919,2022-04-09 11:11
0.0546,Unit_920,2022-04-09 12:21
0.042,Unit_246,2022-04-09 11:00
0.08819999999999999,Unit_922,2022-04-09 11:37
0.0378,Unit_247,2022-04-09 12:29
0.08819999999999999,Unit_248,2022-04-09 14:46
0.10079999999999999,Unit_923,2022-04-09 14:07
0.13019999999999998,Unit_924,2022-04-09 14:39
0.168,Unit_925,2022-04-09 16:30
0.0462,Unit_249,2022-04-09 16:05
0.0462,Unit_926,2022-04-09 15:25
0.0924,Unit_927,2022-04-09 15:29
0.058800000000000005,Unit_250,2022-04-09 16:05
0.0462,Unit_251,2022-04-09 19:35
0.0756,Unit_252,2022-04-09 17:01
0.042,Unit_930,2022-04-09 17:30
0.10079999999999999,Unit_931,2022-04-09 20:01
0.05039999999999999,Unit_254,2022-04-09 18:51
0.0714,Unit_256,2022-04-09 22:59
0.105,Unit_257,2022-04-09 22:58
0.0798,Unit_258,2022-04-10 0:35
0.0966,Unit_932,2022-04-10 5:32
0.042,Unit_259,2022-04-10 3:34
0.0378,Unit_260,2022-04-10 3:41
0.05039999999999999,Unit_261,2022-04-10 3:57
0.084,Unit_262,2022-04-10 7:55
0.0672,Unit_263,2022-04-10 3:12
0.0756,Unit_264,2022-04-16 22:36
0.0756,Unit_265,2022-05-18 14:34
0.0756,Unit_266,2022-05-18 15:16
0.147,Unit_268,2022-05-19 9:21
0.105,Unit_269,2022-05-19 14:45
0.10079999999999999,Unit_942,2022-05-19 19:47
0.0756,Unit_943,2022-05-20 6:10
0.058800000000000005,Unit_944,2022-05-20 5:52
0.1344,Unit_270,2022-05-20 3:20
0.1974,Unit_271,2022-05-21 14:11
0.0462,Unit_946,2022-05-21 16:39
0.0672,Unit_948,2022-05-21 23:38
0.0546,Unit_273,2022-05-22 4:36
0.0546,Unit_274,2022-05-22 6:10
0.084,Unit_276,2022-05-22 11:33
0.12179999999999999,Unit_277,2022-05-22 11:04
0.0756,Unit_278,2022-05-23 6:47
0.0462,Unit_950,2022-05-23 10:57
0.1134,Unit_951,2022-05-23 7:35
0.05039999999999999,Unit_952,2022-05-23 11:23
0.08819999999999999,Unit_279,2022-05-23 12:19
0.0924,Unit_953,2022-05-23 19:19
0.063,Unit_954,2022-05-23 23:43
0.0966,Unit_956,2022-05-24 4:08
0.0966,Unit_957,2022-05-24 11:49
0.08819999999999999,Unit_284,2022-05-24 12:00
0.0462,Unit_285,2022-05-24 11:44
0.0924,Unit_286,2022-05-24 11:42
0.105,Unit_287,2022-05-24 20:08
0.0546,Unit_288,2022-05-25 2:55
0.0672,Unit_289,2022-05-25 8:04
0.058800000000000005,Unit_958,2022-05-25 7:05
0.11760000000000001,Unit_959,2022-05-25 10:44
0.105,Unit_290,2022-05-25 16:13
0.0546,Unit_291,2022-05-25 18:41
0.0462,Unit_961,2022-05-25 18:20
0.0798,Unit_293,2022-05-25 21:59
0.0756,Unit_962,2022-05-26 0:16
0.058800000000000005,Unit_295,2022-05-26 4:12
0.0714,Unit_963,2022-05-26 3:15
0.105,Unit_296,2022-05-26 7:34
0.0462,Unit_297,2022-05-26 10:54
0.042,Unit_964,2022-05-26 13:20
0.0756,Unit_298,2022-05-26 14:33
0.0756,Unit_966,2022-05-27 3:08
0.0546,Unit_968,2022-05-27 2:46
0.05039999999999999,Unit_970,2022-05-27 15:03
0.0966,Unit_971,2022-05-27 14:16
0.0798,Unit_972,2022-05-27 15:30
0.0546,Unit_973,2022-05-27 19:47
0.0546,Unit_303,2022-05-28 0:21
0.063,Unit_974,2022-05-27 22:57
0.0714,Unit_304,2022-05-28 0:06
0.0714,Unit_975,2022-05-27 23:36
0.12179999999999999,Unit_976,2022-05-28 3:05
0.1428,Unit_978,2022-05-28 2:42
0.063,Unit_305,2022-05-28 2:48
0.084,Unit_306,2022-05-28 4:59
0.0378,Unit_307,2022-05-28 6:39
0.0672,Unit_308,2022-05-29 15:36
0.0462,Unit_309,2022-05-29 15:21
0.11760000000000001,Unit_981,2022-04-29 4:58
0.0714,Unit_310,2022-05-29 21:43
0.058800000000000005,Unit_984,2022-04-26 17:53
0.084,Unit_312,2022-05-29 22:28
0.042,Unit_313,2022-05-30 0:38
0.0798,Unit_988,2022-06-02 4:22
0.084,Unit_991,2022-06-03 22:14
0.0672,Unit_992,2022-06-03 22:50
0.0378,Unit_318,2022-06-05 10:56
0.058800000000000005,Unit_993,2022-06-05 11:38
0.08819999999999999,Unit_319,2022-06-05 17:40
0.0924,Unit_320,2022-06-06 4:40
0.10079999999999999,Unit_323,2022-06-06 6:21
0.0798,Unit_997,2022-06-06 8:57
0.08819999999999999,Unit_998,2022-06-06 7:11
0.058800000000000005,Unit_1000,2022-06-06 18:25
0.08819999999999999,Unit_324,2022-06-06 18:48
0.0966,Unit_396,2022-05-05 21:11
0.058800000000000005,Unit_362,2022-05-06 5:39
0.058800000000000005,Unit_363,2022-05-15 11:25
0.05039999999999999,Unit_1083,2022-04-30 18:54
0.0798,Unit_365,2022-05-01 23:27
0.105,Unit_366,2022-05-02 2:34
0.0672,Unit_1089,2022-05-02 2:02
0.058800000000000005,Unit_367,2022-05-02 6:32
0.0966,Unit_1102,2022-05-03 20:11
0.0756,Unit_1108,2022-04-30 1:35
0.0672,Unit_370,2022-05-16 16:19
0.063,Unit_1211,2022-05-02 10:32
0.10079999999999999,Unit_1302,2022-05-02 22:51
0.084,Unit_380,2022-05-06 2:02
0.058800000000000005,Unit_1329,2022-05-17 14:50
0.0672,Unit_382,2022-04-28 10:58
0.05039999999999999,Unit_386,2022-05-01 23:07
0.0336,Unit_192,2022-05-03 6:27
0.0546,Unit_387,2022-05-03 6:22
0.1428,Unit_389,2022-05-07 6:16
0.0756,Unit_390,2022-04-29 4:29
0.08819999999999999,Unit_781,2022-04-29 5:11
0.0672,Unit_800,2022-03-22 6:59
0.0462,Unit_130,2022-03-23 19:35
0.11760000000000001,Unit_136,2022-03-24 21:27
0.15539999999999998,Unit_138,2022-03-24 20:15
0.084,Unit_139,2022-03-25 3:14
0.0672,Unit_140,2022-03-25 3:23
0.0462,Unit_142,2022-03-26 18:31
0.0672,Unit_819,2022-03-26 18:25
0.058800000000000005,Unit_820,2022-03-25 11:28
0.063,Unit_822,2022-03-25 16:46
0.0756,Unit_823,2022-03-25 16:56
0.0546,Unit_143,2022-03-25 21:01
0.0756,Unit_144,2022-03-25 21:54
0.0714,Unit_830,2022-03-25 21:54
0.0756,Unit_147,2022-03-26 2:14
0.0546,Unit_836,2022-03-26 13:03
0.0378,Unit_159,2022-03-30 19:45
0.042,Unit_160,2022-03-30 20:22
0.0546,Unit_161,2022-03-31 2:14
0.0798,Unit_162,2022-03-31 3:21
0.0546,Unit_163,2022-03-31 4:37
0.0924,Unit_164,2022-03-31 10:32
0.0966,Unit_168,2022-03-31 7:58
0.08819999999999999,Unit_169,2022-03-31 6:47
0.084,Unit_170,2022-03-31 8:23
0.05039999999999999,Unit_174,2022-03-31 10:21
0.11760000000000001,Unit_179,2022-03-31 13:01
0.0546,Unit_182,2022-03-31 12:32
0.10079999999999999,Unit_854,2022-03-31 15:59
0.0714,Unit_184,2022-03-31 17:04
0.084,Unit_855,2022-03-31 17:57
0.05039999999999999,Unit_185,2022-03-31 18:06
0.0336,Unit_187,2022-03-31 20:25
0.063,Unit_857,2022-04-01 0:22
0.10079999999999999,Unit_858,2022-04-01 3:51
0.0546,Unit_859,2022-04-01 2:50
0.0546,Unit_203,2022-04-01 10:33
0.0798,Unit_205,2022-04-01 14:46
0.058800000000000005,Unit_869,2022-04-01 17:46
0.1344,Unit_870,2022-04-01 18:43
0.063,Unit_209,2022-04-01 20:41
0.0924,Unit_876,2022-04-02 1:22
0.063,Unit_877,2022-04-02 3:48
0.058800000000000005,Unit_211,2022-04-02 4:48
0.063,Unit_213,2022-04-02 5:11
0.042,Unit_214,2022-04-02 7:41
0.08819999999999999,Unit_882,2022-04-02 15:07
0.0714,Unit_883,2022-04-02 15:10
0.063,Unit_215,2022-04-02 15:53
0.0798,Unit_886,2022-04-02 20:05
0.08819999999999999,Unit_219,2022-04-02 19:28
0.08819999999999999,Unit_889,2022-04-04 0:12
0.0756,Unit_892,2022-04-04 1:44
0.058800000000000005,Unit_893,2022-04-04 1:04
0.0378,Unit_223,2022-04-04 4:31
0.042,Unit_896,2022-04-04 3:53
0.063,Unit_224,2022-04-04 7:18
0.12179999999999999,Unit_230,2022-04-04 17:31
0.08819999999999999,Unit_900,2022-04-05 2:51
0.0714,Unit_232,2022-04-06 3:33
0.0756,Unit_234,2022-04-08 17:13
0.0798,Unit_905,2022-04-08 17:59
0.0798,Unit_908,2022-04-09 2:47
0.126,Unit_239,2022-04-09 3:03
0.1134,Unit_909,2022-04-09 6:04
0.05039999999999999,Unit_917,2022-04-09 10:32
0.0672,Unit_245,2022-04-09 11:57
0.105,Unit_921,2022-04-09 14:18
0.0546,Unit_928,2022-04-09 17:55
0.0798,Unit_929,2022-04-09 16:26
0.10079999999999999,Unit_253,2022-04-09 18:21
0.063,Unit_255,2022-04-09 20:13
0.0714,Unit_933,2022-04-10 2:41
0.0546,Unit_934,2022-04-16 7:06
0.0672,Unit_935,2022-04-16 20:02
0.084,Unit_939,2022-05-10 10:48
0.05039999999999999,Unit_940,2022-05-17 21:04
0.042,Unit_941,2022-05-18 15:13
0.0966,Unit_267,2022-05-18 18:45
0.1428,Unit_945,2022-05-20 4:58
0.0672,Unit_272,2022-05-21 18:37
0.063,Unit_947,2022-05-21 22:55
0.0756,Unit_949,2022-05-22 1:58
0.08819999999999999,Unit_275,2022-05-22 8:32
0.10079999999999999,Unit_280,2022-05-24 2:02
0.063,Unit_281,2022-05-24 3:52
0.0756,Unit_955,2022-05-24 6:19
0.084,Unit_282,2022-05-24 10:29
0.042,Unit_283,2022-05-24 11:41
0.0924,Unit_960,2022-05-25 13:42
0.11760000000000001,Unit_292,2022-05-25 23:25
0.0798,Unit_294,2022-05-26 5:14
0.0966,Unit_965,2022-05-27 4:39
0.042,Unit_967,2022-05-27 3:02
0.058800000000000005,Unit_299,2022-05-27 3:35
0.058800000000000005,Unit_300,2022-05-27 7:56
0.1344,Unit_301,2022-05-27 9:53
0.1344,Unit_302,2022-05-27 13:14
0.084,Unit_969,2022-05-27 12:57
0.0966,Unit_977,2022-05-28 1:40
0.063,Unit_982,2022-05-29 19:38
0.1344,Unit_311,2022-04-26 19:11
0.0546,Unit_314,2022-05-29 23:27
0.0672,Unit_315,2022-05-30 2:28
0.0546,Unit_316,2022-05-30 14:46
0.042,Unit_986,2022-05-31 8:35
0.084,Unit_989,2022-04-29 16:26
0.0672,Unit_317,2022-06-03 22:24
0.084,Unit_994,2022-06-05 11:41
0.0756,Unit_995,2022-04-29 19:21
0.0756,Unit_996,2022-04-29 19:47
0.0546,Unit_321,2022-06-06 7:02
0.08819999999999999,Unit_322,2022-06-06 8:39
0.084,Unit_999,2022-06-06 9:26
0.0714,Unit_1001,2022-06-06 19:43
0.0714,Unit_325,2022-06-06 19:57
0.0714,Unit_1002,2022-06-07 5:38
0.0714,Unit_328,2022-06-07 14:39
0.0672,Unit_330,2022-06-07 17:42
0.063,Unit_331,2022-02-26 11:22
0.0756,Unit_1014,2022-06-08 0:07
0.084,Unit_1018,2022-06-08 2:34
0.084,Unit_1019,2022-06-08 5:25
0.168,Unit_332,2022-06-08 3:44
0.05039999999999999,Unit_1020,2022-06-08 3:51
0.0546,Unit_1021,2022-06-08 8:05
0.08819999999999999,Unit_1022,2022-06-08 7:25
0.0672,Unit_1023,2022-06-08 8:26
0.0672,Unit_1024,2022-06-08 15:42
0.042,Unit_1025,2022-06-08 16:09
0.0756,Unit_333,2022-06-08 17:25
0.0798,Unit_1026,2022-06-08 16:16
0.1428,Unit_334,2022-06-08 18:28
0.05039999999999999,Unit_335,2022-06-08 16:56
0.11760000000000001,Unit_336,2022-06-08 19:58
0.0756,Unit_337,2022-06-08 20:04
0.0714,Unit_338,2022-06-08 20:13
0.10079999999999999,Unit_339,2022-06-08 21:49
0.26039999999999996,Unit_340,2022-06-08 23:20
0.0798,Unit_341,2022-06-09 7:24
0.0756,Unit_342,2022-06-09 7:10
0.058800000000000005,Unit_1027,2022-03-03 10:26
0.18059999999999998,Unit_343,2022-06-09 10:13
0.0336,Unit_344,2022-06-09 10:52
0.0714,Unit_345,2022-06-09 10:50
0.0924,Unit_346,2022-06-09 16:34
0.0756,Unit_1029,2022-06-09 16:59
0.0672,Unit_1030,2022-06-09 23:20
0.126,Unit_347,2022-06-11 13:46
0.058800000000000005,Unit_393,2022-05-02 2:43
0.0714,Unit_1036,2022-06-12 10:34
0.0672,Unit_394,2022-05-03 4:20
0.1092,Unit_348,2022-06-15 15:16
0.0672,Unit_349,2022-06-15 14:35
0.0378,Unit_1039,2022-06-15 16:02
0.05039999999999999,Unit_1040,2022-06-15 15:18
0.1428,Unit_350,2022-06-15 17:11
0.058800000000000005,Unit_1041,2022-06-15 17:34
0.126,Unit_1042,2022-06-15 19:08
0.0378,Unit_351,2022-06-15 19:07
0.0462,Unit_352,2022-06-15 20:41
0.0714,Unit_353,2022-06-15 21:59
0.0714,Unit_354,2022-06-15 22:05
0.0798,Unit_1043,2022-06-15 22:22
0.058800000000000005,Unit_355,2022-06-15 23:01
0.105,Unit_356,2022-06-15 23:01
0.0714,Unit_357,2022-06-16 0:37
0.0546,Unit_358,2022-06-16 1:32
0.11760000000000001,Unit_1044,2022-06-16 1:49
0.0798,Unit_359,2022-06-16 1:23
0.0714,Unit_360,2022-06-16 2:11
0.11760000000000001,Unit_1045,2022-06-16 3:37
0.08819999999999999,Unit_361,2022-06-16 4:21
0.0714,Unit_395,2022-05-06 12:11
0.0378,Unit_397,2022-05-06 22:19
0.0336,Unit_398,2022-06-16 21:14
0.0966,Unit_1049,2022-06-16 22:01
0.0924,Unit_1050,2022-05-09 8:35
0.0798,Unit_1051,2022-06-16 22:42
0.0546,Unit_400,2022-06-16 22:52
0.0546,Unit_1052,2022-06-16 22:45
0.0546,Unit_1053,2022-06-17 0:01
0.126,Unit_401,2022-06-16 22:06
0.0378,Unit_402,2022-06-16 22:51
0.0672,Unit_403,2022-05-11 21:38
0.0378,Unit_404,2022-06-16 23:23
0.13019999999999998,Unit_405,2022-06-16 23:11
0.0714,Unit_406,2022-06-17 0:20
0.084,Unit_407,2022-06-17 1:54
0.1134,Unit_408,2022-06-17 0:04
0.058800000000000005,Unit_1054,2022-06-17 1:39
0.0714,Unit_1055,2022-06-17 0:48
0.0672,Unit_1056,2022-05-10 16:12
0.058800000000000005,Unit_409,2022-05-10 23:59
0.1428,Unit_410,2022-05-11 0:18
0.084,Unit_1057,2022-05-10 23:17
0.0798,Unit_1058,2022-06-17 1:50
0.058800000000000005,Unit_411,2022-06-17 4:04
0.0756,Unit_412,2022-06-17 1:56
0.1638,Unit_413,2022-05-11 1:12
0.0672,Unit_1059,2022-05-11 1:54
0.0798,Unit_1060,2022-05-11 3:51
0.058800000000000005,Unit_1061,2022-05-14 0:54
0.0714,Unit_414,2022-05-13 22:56
0.0546,Unit_1062,2022-05-14 5:18
0.105,Unit_1063,2022-05-14 1:36
0.0966,Unit_415,2022-06-17 3:45
0.063,Unit_1064,2022-06-17 4:20
0.0756,Unit_416,2022-06-17 6:03
0.0672,Unit_1065,2022-06-17 4:56
0.147,Unit_417,2022-05-15 11:00
0.084,Unit_1066,2022-06-17 4:29
0.058800000000000005,Unit_1067,2022-06-17 6:11
0.0672,Unit_1068,2022-06-17 7:31
0.05039999999999999,Unit_418,2022-06-17 7:36
0.058800000000000005,Unit_1069,2022-06-17 7:29
0.0672,Unit_1070,2022-06-17 8:06
0.0714,Unit_419,2022-06-17 7:12
0.105,Unit_420,2022-06-17 10:35
0.0798,Unit_1071,2022-06-17 9:44
