performance_metric_3,unit_serial_number,process_end_date
19.11,Unit_630,2022-02-04 7:48
18.564,Unit_631,2022-02-04 6:59
19.11,Unit_632,2022-02-04 6:15
18.9,Unit_633,2022-02-04 9:30
19.067999999999998,Unit_634,2022-02-17 7:24
19.404,Unit_635,2022-02-17 7:21
18.9,Unit_636,2022-02-04 21:21
19.488,Unit_637,2022-02-18 14:02
19.235999999999997,Unit_638,2022-02-18 6:16
19.194,Unit_639,2022-02-18 5:06
19.194,Unit_640,2022-02-18 5:54
18.984,Unit_641,2022-02-18 3:53
18.605999999999998,Unit_642,2022-02-18 5:56
19.362,Unit_643,2022-02-18 16:49
19.278,Unit_644,2022-02-04 5:20
18.564,Unit_645,2022-02-04 1:41
19.026,Unit_646,2022-02-04 5:57
19.194,Unit_647,2022-02-04 6:50
19.278,Unit_648,2022-02-04 6:45
18.605999999999998,Unit_649,2022-02-04 9:07
19.11,Unit_650,2022-02-04 4:57
18.522,Unit_651,2022-02-04 5:34
18.732,Unit_652,2022-02-04 10:33
18.942,Unit_653,2022-02-04 11:12
19.278,Unit_654,2022-02-08 8:03
19.278,Unit_655,2022-02-07 17:57
18.648,Unit_656,2022-02-08 18:48
19.152,Unit_657,2022-02-19 12:04
18.564,Unit_658,2022-02-18 5:44
18.942,Unit_659,2022-02-19 1:41
18.605999999999998,Unit_660,2022-02-19 10:35
19.235999999999997,Unit_661,2022-02-17 12:46
18.395999999999997,Unit_662,2022-02-18 1:39
18.605999999999998,Unit_663,2022-02-18 1:23
18.857999999999997,Unit_664,2022-02-18 17:13
18.732,Unit_665,2022-02-18 16:39
18.48,Unit_666,2022-02-18 15:20
18.354,Unit_667,2022-02-18 16:41
18.605999999999998,Unit_668,2022-02-18 16:45
18.857999999999997,Unit_669,2022-02-19 0:53
19.278,Unit_670,2022-02-19 1:04
18.9,Unit_671,2022-02-19 1:48
18.816,Unit_672,2022-02-18 7:23
19.11,Unit_673,2022-02-18 11:20
18.395999999999997,Unit_674,2022-02-18 7:24
19.278,Unit_675,2022-02-18 9:54
19.235999999999997,Unit_676,2022-02-18 9:46
18.605999999999998,Unit_677,2022-02-18 10:01
19.152,Unit_678,2022-02-18 10:17
18.857999999999997,Unit_679,2022-02-18 8:56
18.312,Unit_680,2022-02-19 3:04
18.9,Unit_681,2022-02-18 10:05
19.32,Unit_682,2022-02-18 14:59
18.605999999999998,Unit_683,2022-02-18 15:52
19.235999999999997,Unit_684,2022-02-18 15:25
18.984,Unit_685,2022-02-18 19:14
19.11,Unit_686,2022-02-21 4:42
18.438,Unit_687,2022-02-20 11:34
18.689999999999998,Unit_688,2022-02-20 10:29
18.648,Unit_689,2022-02-21 9:05
18.984,Unit_690,2022-02-20 21:59
19.235999999999997,Unit_691,2022-02-21 13:29
18.9,Unit_692,2022-02-21 2:03
18.564,Unit_693,2022-02-21 14:03
18.438,Unit_694,2022-02-21 11:59
18.48,Unit_695,2022-02-22 0:31
18.857999999999997,Unit_696,2022-02-25 3:19
18.984,Unit_697,2022-05-14 18:51
18.438,Unit_698,2022-01-14 16:44
18.9,Unit_699,2022-03-07 21:46
18.522,Unit_700,2022-03-08 6:35
18.522,Unit_701,2022-01-16 15:54
18.689999999999998,Unit_702,2022-01-16 15:56
18.942,Unit_703,2022-04-20 12:14
18.689999999999998,Unit_704,2022-04-29 16:00
19.404,Unit_705,2022-04-29 11:54
19.235999999999997,Unit_706,2022-05-02 6:33
19.235999999999997,Unit_707,2022-05-03 7:18
19.404,Unit_708,2022-05-05 21:01
19.11,Unit_709,2022-04-20 14:39
19.194,Unit_710,2022-04-20 16:33
19.11,Unit_711,2022-04-20 22:30
18.48,Unit_712,2022-04-20 22:57
19.362,Unit_713,2022-04-21 3:26
18.564,Unit_714,2022-05-11 7:10
18.984,Unit_715,2022-05-11 11:41
19.026,Unit_716,2022-05-12 0:49
18.648,Unit_717,2022-05-12 20:39
18.774,Unit_718,2022-01-27 6:38
18.942,Unit_719,2022-02-10 20:42
18.857999999999997,Unit_720,2022-02-10 22:04
19.152,Unit_721,2022-01-07 11:41
18.942,Unit_722,2022-01-10 21:16
18.354,Unit_723,2022-01-14 3:32
18.689999999999998,Unit_724,2022-01-14 6:01
18.774,Unit_725,2022-01-14 12:22
18.9,Unit_726,2022-01-15 0:42
19.026,Unit_727,2022-01-17 8:35
19.278,Unit_728,2022-01-17 7:52
19.194,Unit_729,2022-01-17 8:29
18.732,Unit_730,2022-01-17 19:51
18.984,Unit_731,2022-01-17 21:45
19.32,Unit_732,2022-01-17 19:04
18.774,Unit_733,2022-01-18 0:23
19.362,Unit_734,2022-01-18 4:36
18.9,Unit_735,2022-01-18 9:11
19.32,Unit_736,2022-01-18 11:40
19.194,Unit_737,2022-01-18 20:49
18.857999999999997,Unit_738,2022-01-19 0:22
18.689999999999998,Unit_739,2022-01-19 4:13
18.816,Unit_740,2022-01-20 3:10
18.689999999999998,Unit_741,2022-01-20 4:54
18.48,Unit_742,2022-01-20 4:13
18.816,Unit_743,2022-01-20 12:27
19.278,Unit_744,2022-01-20 12:27
18.354,Unit_745,2022-01-20 20:33
19.278,Unit_746,2022-01-20 20:50
18.942,Unit_747,2022-01-20 19:56
18.857999999999997,Unit_748,2022-01-20 22:28
18.438,Unit_749,2022-01-23 9:35
19.067999999999998,Unit_750,2022-02-02 0:52
18.395999999999997,Unit_751,2022-02-02 3:35
18.984,Unit_752,2022-02-02 1:13
19.026,Unit_753,2022-02-02 4:53
18.522,Unit_754,2022-02-08 3:43
19.32,Unit_755,2022-02-18 4:25
18.857999999999997,Unit_756,2022-02-18 10:08
18.605999999999998,Unit_757,2022-02-18 5:23
19.32,Unit_758,2022-02-18 11:01
19.194,Unit_759,2022-02-18 20:58
19.32,Unit_760,2022-02-18 21:02
18.395999999999997,Unit_761,2022-02-19 13:56
18.605999999999998,Unit_762,2022-02-21 0:41
18.605999999999998,Unit_763,2022-02-21 3:01
19.194,Unit_764,2022-02-21 13:06
19.235999999999997,Unit_765,2022-04-20 14:50
19.11,Unit_766,2022-03-25 11:53
19.445999999999998,Unit_767,2022-02-21 23:48
18.942,Unit_768,2022-04-27 3:09
19.362,Unit_769,2022-04-27 2:55
19.278,Unit_770,2022-05-03 7:42
18.816,Unit_771,2022-05-03 6:28
19.026,Unit_772,2022-05-03 14:47
19.067999999999998,Unit_773,2022-02-22 21:21
18.857999999999997,Unit_774,2022-02-21 19:07
19.32,Unit_775,2022-05-07 5:56
18.732,Unit_776,2022-05-07 6:23
19.404,Unit_777,2022-05-08 14:59
19.152,Unit_778,2022-05-11 6:17
19.32,Unit_779,2022-04-24 16:53
19.067999999999998,Unit_780,2022-04-29 6:18
19.235999999999997,Unit_781,2022-04-29 5:11
18.522,Unit_782,2022-05-02 23:09
19.152,Unit_783,2022-03-16 2:21
19.235999999999997,Unit_784,2022-03-17 20:08
19.067999999999998,Unit_785,2022-03-18 9:11
19.445999999999998,Unit_786,2022-03-18 17:45
19.278,Unit_787,2022-03-19 0:36
19.32,Unit_788,2022-03-19 2:44
19.235999999999997,Unit_789,2022-03-19 7:14
18.816,Unit_790,2022-03-19 10:36
19.278,Unit_791,2022-03-19 21:28
18.648,Unit_792,2022-03-19 18:06
19.278,Unit_793,2022-03-20 6:28
19.194,Unit_794,2022-03-20 7:34
19.11,Unit_795,2022-03-20 13:49
18.689999999999998,Unit_796,2022-03-21 11:59
18.689999999999998,Unit_797,2022-03-21 13:53
19.067999999999998,Unit_798,2022-03-21 23:01
19.026,Unit_799,2022-03-22 6:42
18.984,Unit_800,2022-03-22 6:59
18.648,Unit_801,2022-03-22 8:58
18.689999999999998,Unit_802,2022-03-22 8:11
19.067999999999998,Unit_803,2022-05-03 23:12
18.857999999999997,Unit_804,2022-03-22 19:03
19.194,Unit_805,2022-03-22 20:16
18.984,Unit_806,2022-03-23 4:28
18.774,Unit_807,2022-03-23 15:28
19.026,Unit_808,2022-03-23 19:08
19.026,Unit_809,2022-03-23 20:46
19.11,Unit_810,2022-03-23 19:37
18.984,Unit_811,2022-03-24 1:57
18.9,Unit_812,2022-03-23 23:14
19.026,Unit_813,2022-03-24 10:24
19.278,Unit_814,2022-03-24 7:35
18.9,Unit_815,2022-03-24 13:29
19.067999999999998,Unit_816,2022-03-24 18:30
19.404,Unit_817,2022-03-25 4:49
19.152,Unit_818,2022-03-27 1:06
18.438,Unit_819,2022-03-26 18:25
18.605999999999998,Unit_820,2022-03-25 11:28
19.067999999999998,Unit_821,2022-03-25 15:48
19.32,Unit_822,2022-03-25 16:46
18.857999999999997,Unit_823,2022-03-25 16:56
18.354,Unit_824,2022-03-25 17:50
19.278,Unit_825,2022-03-25 18:34
19.194,Unit_826,2022-03-25 19:42
19.194,Unit_827,2022-03-25 19:39
19.152,Unit_828,2022-04-26 16:31
19.278,Unit_829,2022-04-26 16:12
19.067999999999998,Unit_830,2022-03-25 21:54
19.152,Unit_831,2022-03-25 20:28
19.067999999999998,Unit_832,2022-03-26 5:19
18.984,Unit_833,2022-03-26 1:50
18.648,Unit_834,2022-03-26 6:53
18.9,Unit_835,2022-03-26 7:26
18.312,Unit_836,2022-03-26 13:03
18.774,Unit_837,2022-03-27 2:03
19.404,Unit_838,2022-03-27 1:50
18.816,Unit_839,2022-03-30 14:42
18.732,Unit_840,2022-02-22 7:31
18.732,Unit_841,2022-03-30 22:30
18.942,Unit_842,2022-03-30 23:31
18.9,Unit_843,2022-03-30 23:40
18.816,Unit_844,2022-03-31 6:38
18.27,Unit_845,2022-03-31 2:05
18.816,Unit_846,2022-03-31 2:20
19.235999999999997,Unit_847,2022-03-31 8:19
19.11,Unit_848,2022-03-31 11:21
19.194,Unit_849,2022-03-31 11:11
18.984,Unit_850,2022-03-31 12:52
18.564,Unit_851,2022-03-31 12:17
18.942,Unit_852,2022-03-31 13:26
18.27,Unit_853,2022-03-31 14:38
19.067999999999998,Unit_854,2022-03-31 15:59
19.362,Unit_855,2022-03-31 17:57
19.067999999999998,Unit_856,2022-03-31 19:44
18.564,Unit_857,2022-04-01 0:22
18.48,Unit_858,2022-04-01 3:51
18.732,Unit_859,2022-04-01 2:50
19.026,Unit_860,2022-04-01 2:37
19.32,Unit_861,2022-04-01 3:21
18.689999999999998,Unit_862,2022-04-01 5:32
19.152,Unit_863,2022-04-01 4:14
18.816,Unit_864,2022-04-01 8:08
18.564,Unit_865,2022-04-01 15:10
18.984,Unit_866,2022-04-01 17:25
18.984,Unit_867,2022-04-01 18:49
19.194,Unit_868,2022-04-01 18:16
19.11,Unit_869,2022-04-01 17:46
19.32,Unit_870,2022-04-01 18:43
18.816,Unit_871,2022-04-01 19:45
18.984,Unit_872,2022-04-01 20:14
19.278,Unit_873,2022-04-02 3:17
19.235999999999997,Unit_874,2022-04-02 1:24
19.235999999999997,Unit_875,2022-04-02 2:29
19.194,Unit_876,2022-04-02 1:22
19.067999999999998,Unit_877,2022-04-02 3:48
19.278,Unit_878,2022-04-02 6:04
18.732,Unit_879,2022-04-02 5:49
19.026,Unit_880,2022-04-02 6:49
19.194,Unit_881,2022-04-02 14:28
19.194,Unit_882,2022-04-02 15:07
18.354,Unit_883,2022-04-02 15:10
18.9,Unit_884,2022-04-02 15:10
19.067999999999998,Unit_885,2022-04-02 15:48
18.605999999999998,Unit_886,2022-04-02 20:05
19.235999999999997,Unit_887,2022-04-02 22:08
18.774,Unit_888,2022-04-03 14:27
19.11,Unit_889,2022-04-04 0:12
19.32,Unit_890,2022-04-03 21:25
19.152,Unit_891,2022-04-04 2:10
19.235999999999997,Unit_892,2022-04-04 1:44
18.689999999999998,Unit_893,2022-04-04 1:04
19.32,Unit_894,2022-04-04 5:19
19.152,Unit_895,2022-04-04 3:46
19.152,Unit_896,2022-04-04 3:53
19.445999999999998,Unit_897,2022-04-04 6:33
19.572,Unit_898,2022-04-27 8:48
18.564,Unit_899,2022-04-04 16:38
19.067999999999998,Unit_900,2022-04-05 2:51
19.404,Unit_901,2022-04-05 8:57
19.32,Unit_902,2022-04-05 11:09
19.194,Unit_903,2022-04-06 19:03
19.32,Unit_904,2022-04-08 16:57
18.689999999999998,Unit_905,2022-04-08 17:59
18.648,Unit_906,2022-04-09 0:24
19.445999999999998,Unit_907,2022-04-09 3:57
18.774,Unit_908,2022-04-09 2:47
18.942,Unit_909,2022-04-09 6:04
19.235999999999997,Unit_910,2022-04-09 7:41
18.9,Unit_911,2022-04-09 7:31
19.445999999999998,Unit_912,2022-04-09 9:02
18.605999999999998,Unit_913,2022-04-09 8:57
18.942,Unit_914,2022-04-09 6:32
19.404,Unit_915,2022-04-09 12:22
18.9,Unit_916,2022-04-09 11:15
19.32,Unit_917,2022-04-09 10:32
18.648,Unit_918,2022-04-09 11:39
18.816,Unit_919,2022-04-09 11:11
19.278,Unit_920,2022-04-09 12:21
19.235999999999997,Unit_921,2022-04-09 14:18
19.11,Unit_922,2022-04-09 11:37
19.235999999999997,Unit_923,2022-04-09 14:07
19.067999999999998,Unit_924,2022-04-09 14:39
18.9,Unit_925,2022-04-09 16:30
18.48,Unit_926,2022-04-09 15:25
19.194,Unit_927,2022-04-09 15:29
19.11,Unit_928,2022-04-09 17:55
19.194,Unit_929,2022-04-09 16:26
19.152,Unit_930,2022-04-09 17:30
18.774,Unit_931,2022-04-09 20:01
18.438,Unit_932,2022-04-10 5:32
19.067999999999998,Unit_933,2022-04-10 2:41
19.026,Unit_934,2022-04-16 7:06
19.194,Unit_935,2022-04-16 20:02
19.026,Unit_936,2022-05-13 6:19
19.194,Unit_937,2022-05-13 8:29
18.732,Unit_938,2022-05-13 5:46
18.48,Unit_939,2022-05-10 10:48
19.026,Unit_940,2022-05-17 21:04
18.816,Unit_941,2022-05-18 15:13
18.732,Unit_942,2022-05-19 19:47
19.278,Unit_943,2022-05-20 6:10
18.522,Unit_944,2022-05-20 5:52
19.194,Unit_945,2022-05-20 4:58
19.404,Unit_946,2022-05-21 16:39
19.067999999999998,Unit_947,2022-05-21 22:55
19.278,Unit_948,2022-05-21 23:38
18.857999999999997,Unit_949,2022-05-22 1:58
19.235999999999997,Unit_950,2022-05-23 10:57
19.152,Unit_951,2022-05-23 7:35
19.11,Unit_952,2022-05-23 11:23
18.689999999999998,Unit_953,2022-05-23 19:19
19.404,Unit_954,2022-05-23 23:43
18.774,Unit_955,2022-05-24 6:19
19.11,Unit_956,2022-05-24 4:08
19.32,Unit_957,2022-05-24 11:49
18.942,Unit_958,2022-05-25 7:05
19.235999999999997,Unit_959,2022-05-25 10:44
18.438,Unit_960,2022-05-25 13:42
19.026,Unit_961,2022-05-25 18:20
18.689999999999998,Unit_962,2022-05-26 0:16
19.152,Unit_963,2022-05-26 3:15
18.816,Unit_964,2022-05-26 13:20
19.235999999999997,Unit_965,2022-05-27 4:39
18.774,Unit_966,2022-05-27 3:08
19.235999999999997,Unit_967,2022-05-27 3:02
18.48,Unit_968,2022-05-27 2:46
19.362,Unit_969,2022-05-27 12:57
19.067999999999998,Unit_970,2022-05-27 15:03
19.152,Unit_971,2022-05-27 14:16
18.9,Unit_972,2022-05-27 15:30
18.9,Unit_973,2022-05-27 19:47
18.857999999999997,Unit_974,2022-05-27 22:57
18.732,Unit_975,2022-05-27 23:36
18.857999999999997,Unit_976,2022-05-28 3:05
18.564,Unit_977,2022-05-28 1:40
19.278,Unit_978,2022-05-28 2:42
19.067999999999998,Unit_979,2022-02-25 0:14
18.984,Unit_980,2022-04-29 5:10
19.278,Unit_981,2022-04-29 4:58
18.689999999999998,Unit_982,2022-05-29 19:38
19.362,Unit_983,2022-04-26 18:57
18.774,Unit_984,2022-04-26 17:53
18.9,Unit_985,2022-04-26 18:57
18.732,Unit_986,2022-05-31 8:35
18.564,Unit_987,2022-02-25 12:21
19.194,Unit_988,2022-06-02 4:22
19.152,Unit_989,2022-04-29 16:26
18.438,Unit_990,2022-04-29 16:50
18.942,Unit_991,2022-06-03 22:14
18.774,Unit_992,2022-06-03 22:50
18.605999999999998,Unit_993,2022-06-05 11:38
19.32,Unit_994,2022-06-05 11:41
18.648,Unit_995,2022-04-29 19:21
18.522,Unit_996,2022-04-29 19:47
19.11,Unit_997,2022-06-06 8:57
19.194,Unit_998,2022-06-06 7:11
18.774,Unit_999,2022-06-06 9:26
18.9,Unit_1000,2022-06-06 18:25
18.564,Unit_1001,2022-06-06 19:43
19.026,Unit_1002,2022-06-07 5:38
19.194,Unit_1003,2022-02-24 20:34
19.152,Unit_1004,2022-02-25 4:41
18.857999999999997,Unit_1005,2022-02-25 5:39
18.732,Unit_1006,2022-02-26 3:31
19.32,Unit_1007,2022-02-26 3:51
19.11,Unit_1008,2022-02-26 10:31
19.067999999999998,Unit_1009,2022-02-26 13:00
19.32,Unit_1010,2022-02-26 11:05
18.648,Unit_1011,2022-02-26 13:28
18.354,Unit_1012,2022-02-26 19:48
18.648,Unit_1013,2022-02-26 17:58
18.732,Unit_1014,2022-06-08 0:07
19.152,Unit_1015,2022-02-27 11:22
18.816,Unit_1016,2022-02-27 11:39
19.32,Unit_1017,2022-02-27 19:18
19.194,Unit_1018,2022-06-08 2:34
18.942,Unit_1019,2022-06-08 5:25
19.067999999999998,Unit_1020,2022-06-08 3:51
18.984,Unit_1021,2022-06-08 8:05
19.278,Unit_1022,2022-06-08 7:25
19.278,Unit_1023,2022-06-08 8:26
18.648,Unit_1024,2022-06-08 15:42
18.564,Unit_1025,2022-06-08 16:09
19.11,Unit_1026,2022-06-08 16:16
19.194,Unit_1027,2022-03-03 10:26
19.194,Unit_1028,2022-03-03 20:24
19.11,Unit_1029,2022-06-09 16:59
18.9,Unit_1030,2022-06-09 23:20
19.11,Unit_1031,2022-04-27 5:46
18.648,Unit_1032,2022-04-27 6:33
19.067999999999998,Unit_1033,2022-04-27 6:41
18.648,Unit_1034,2022-05-02 3:00
19.235999999999997,Unit_1035,2022-05-02 2:43
19.278,Unit_1036,2022-06-12 10:34
19.235999999999997,Unit_1037,2022-03-04 9:15
19.067999999999998,Unit_1038,2022-03-04 8:06
18.689999999999998,Unit_1039,2022-06-15 16:02
18.984,Unit_1040,2022-06-15 15:18
18.354,Unit_1041,2022-06-15 17:34
18.438,Unit_1042,2022-06-15 19:08
19.152,Unit_1043,2022-06-15 22:22
19.11,Unit_1044,2022-06-16 1:49
19.026,Unit_1045,2022-06-16 3:37
19.235999999999997,Unit_1046,2022-05-04 18:11
18.857999999999997,Unit_1047,2022-05-05 19:40
19.11,Unit_1048,2022-05-06 6:08
19.067999999999998,Unit_1049,2022-06-16 22:01
19.278,Unit_1050,2022-05-09 8:35
19.067999999999998,Unit_1051,2022-06-16 22:42
18.984,Unit_1052,2022-06-16 22:45
18.984,Unit_1053,2022-06-17 0:01
19.235999999999997,Unit_1054,2022-06-17 1:39
19.194,Unit_1055,2022-06-17 0:48
19.278,Unit_1056,2022-05-10 16:12
18.9,Unit_1057,2022-05-10 23:17
19.152,Unit_1058,2022-06-17 1:50
18.942,Unit_1059,2022-05-11 1:54
18.732,Unit_1060,2022-05-11 3:51
18.732,Unit_1061,2022-05-14 0:54
19.067999999999998,Unit_1062,2022-05-14 5:18
18.48,Unit_1063,2022-05-14 1:36
18.732,Unit_1064,2022-06-17 4:20
19.235999999999997,Unit_1065,2022-06-17 4:56
19.194,Unit_1066,2022-06-17 4:29
19.026,Unit_1067,2022-06-17 6:11
18.816,Unit_1068,2022-06-17 7:31
19.194,Unit_1069,2022-06-17 7:29
18.354,Unit_1070,2022-06-17 8:06
18.816,Unit_1071,2022-06-17 9:44
19.194,Unit_1072,2022-05-15 8:18
19.11,Unit_1073,2022-05-03 1:41
19.026,Unit_1074,2022-05-03 0:39
19.152,Unit_1075,2022-06-17 10:15
19.32,Unit_1076,2022-06-17 10:25
18.984,Unit_1077,2022-06-17 11:03
19.152,Unit_1078,2022-04-29 22:57
18.648,Unit_1079,2022-05-12 13:23
18.648,Unit_1080,2022-06-17 11:29
19.026,Unit_1081,2022-06-17 10:55
19.194,Unit_1082,2022-04-30 20:39
19.194,Unit_1083,2022-04-30 18:54
19.194,Unit_1084,2022-06-17 21:17
18.564,Unit_1085,2022-06-17 20:04
19.235999999999997,Unit_1086,2022-05-02 0:38
18.689999999999998,Unit_1087,2022-05-02 2:04
18.9,Unit_1088,2022-05-02 2:17
18.648,Unit_1089,2022-05-02 2:02
19.067999999999998,Unit_1090,2022-05-02 8:23
18.605999999999998,Unit_1091,2022-05-02 10:02
19.194,Unit_1092,2022-05-02 8:07
18.732,Unit_1093,2022-05-02 7:31
18.564,Unit_1094,2022-05-02 15:13
19.32,Unit_1095,2022-05-14 2:03
19.067999999999998,Unit_1096,2022-05-14 2:29
18.774,Unit_1097,2022-05-14 2:37
19.235999999999997,Unit_1098,2022-05-14 2:36
19.152,Unit_1099,2022-05-14 2:58
18.942,Unit_1100,2022-05-02 20:17
18.984,Unit_1101,2022-05-03 4:21
18.942,Unit_1102,2022-05-03 20:11
19.445999999999998,Unit_1103,2022-05-04 14:01
19.194,Unit_1104,2022-03-07 13:57
19.278,Unit_1105,2022-03-07 14:46
19.026,Unit_1106,2022-06-19 10:51
18.732,Unit_1107,2022-06-19 12:24
18.689999999999998,Unit_1108,2022-04-30 1:35
18.605999999999998,Unit_1109,2022-06-20 11:16
19.278,Unit_1110,2022-04-30 1:33
18.732,Unit_1111,2022-04-30 2:34
18.984,Unit_1112,2022-04-30 2:15
18.816,Unit_1113,2022-06-21 8:34
19.067999999999998,Unit_1114,2022-06-22 0:43
18.689999999999998,Unit_1115,2022-06-22 4:31
18.522,Unit_1116,2022-06-22 2:37
18.564,Unit_1117,2022-06-22 5:26
18.605999999999998,Unit_1118,2022-03-08 2:58
19.194,Unit_1119,2022-03-08 2:30
18.984,Unit_1120,2022-05-16 11:59
18.438,Unit_1121,2022-05-04 18:11
18.816,Unit_1122,2022-05-04 19:16
19.194,Unit_1123,2022-05-04 22:05
19.11,Unit_1124,2022-05-15 2:45
19.235999999999997,Unit_1125,2022-05-15 3:43
19.194,Unit_1126,2022-05-15 15:11
19.194,Unit_1127,2022-05-15 16:36
19.194,Unit_1128,2022-05-16 2:53
19.32,Unit_1129,2022-05-06 18:51
19.194,Unit_1130,2022-05-16 11:08
19.235999999999997,Unit_1131,2022-05-16 11:46
19.362,Unit_1132,2022-05-08 17:32
18.857999999999997,Unit_1133,2022-05-12 7:43
18.605999999999998,Unit_1134,2022-05-10 14:11
19.026,Unit_1135,2022-05-11 2:49
19.152,Unit_1136,2022-05-11 1:10
19.278,Unit_1137,2022-05-11 23:30
18.984,Unit_1138,2022-05-13 0:56
19.278,Unit_1139,2022-06-26 5:33
18.942,Unit_1140,2022-06-26 11:24
18.774,Unit_1141,2022-06-26 23:55
18.605999999999998,Unit_1142,2022-07-01 13:20
18.605999999999998,Unit_1143,2022-07-01 21:58
18.984,Unit_1144,2022-07-02 12:03
18.857999999999997,Unit_1145,2022-07-02 18:58
19.11,Unit_1146,2022-07-02 22:18
18.9,Unit_1147,2022-07-02 23:11
19.152,Unit_1148,2022-07-02 22:59
18.857999999999997,Unit_1149,2022-07-03 2:08
18.857999999999997,Unit_1150,2022-07-03 0:35
18.522,Unit_1151,2022-07-03 4:05
19.32,Unit_1152,2022-07-03 9:17
19.194,Unit_1153,2022-07-03 3:35
19.194,Unit_1154,2022-07-03 4:06
19.067999999999998,Unit_1155,2022-07-03 6:10
19.194,Unit_1156,2022-07-03 11:42
19.11,Unit_1157,2022-07-04 2:24
19.11,Unit_1158,2022-01-10 6:48
18.605999999999998,Unit_1159,2022-01-07 15:55
19.11,Unit_1160,2022-01-14 14:44
18.48,Unit_1161,2022-01-14 20:40
19.235999999999997,Unit_1162,2022-01-11 22:15
19.404,Unit_1163,2022-01-15 15:13
18.648,Unit_1164,2022-01-14 3:34
19.194,Unit_1165,2022-01-16 19:57
19.11,Unit_1166,2022-01-16 20:04
19.194,Unit_1167,2022-01-14 2:24
18.605999999999998,Unit_1168,2022-01-17 0:04
18.984,Unit_1169,2022-01-16 22:53
18.774,Unit_1170,2022-01-17 3:23
18.689999999999998,Unit_1171,2022-01-15 15:58
18.605999999999998,Unit_1172,2022-01-15 14:53
18.564,Unit_1173,2022-01-15 14:18
18.942,Unit_1174,2022-01-18 2:06
18.732,Unit_1175,2022-01-17 1:09
18.732,Unit_1176,2022-01-17 10:26
18.984,Unit_1177,2022-01-19 7:14
18.648,Unit_1178,2022-01-19 8:28
18.648,Unit_1179,2022-01-19 15:27
19.278,Unit_1180,2022-01-14 11:19
19.067999999999998,Unit_1181,2022-01-20 17:33
18.984,Unit_1182,2022-01-18 16:42
18.564,Unit_1183,2022-01-16 23:06
19.152,Unit_1184,2022-01-15 5:11
19.278,Unit_1185,2022-01-17 2:22
19.32,Unit_1186,2022-01-15 20:14
19.278,Unit_1187,2022-01-18 12:12
18.774,Unit_1188,2022-01-19 22:08
18.48,Unit_1189,2022-01-19 21:57
19.152,Unit_1190,2022-01-19 22:18
19.026,Unit_1191,2022-01-19 22:21
18.312,Unit_1192,2022-01-20 2:08
19.445999999999998,Unit_1193,2022-01-20 3:55
19.026,Unit_1194,2022-01-20 5:22
19.152,Unit_1195,2022-01-20 5:07
18.522,Unit_1196,2022-01-19 23:20
18.816,Unit_1197,2022-01-21 7:04
18.732,Unit_1198,2022-04-20 5:19
18.9,Unit_1199,2022-04-20 15:23
19.194,Unit_1200,2022-04-20 16:51
18.732,Unit_1201,2022-04-20 17:20
18.942,Unit_1202,2022-04-20 17:02
18.9,Unit_1203,2022-04-20 18:52
18.564,Unit_1204,2022-04-20 19:24
19.194,Unit_1205,2022-02-02 5:13
19.32,Unit_1206,2022-04-20 21:57
18.816,Unit_1207,2022-04-20 19:12
18.648,Unit_1208,2022-02-02 2:34
18.816,Unit_1209,2022-02-04 6:25
19.404,Unit_1210,2022-02-04 6:05
19.067999999999998,Unit_1211,2022-05-02 10:32
18.732,Unit_1212,2022-02-19 10:04
19.235999999999997,Unit_1213,2022-02-18 5:30
19.152,Unit_1214,2022-02-19 4:37
18.857999999999997,Unit_1215,2022-02-19 11:28
19.026,Unit_1216,2022-05-11 10:05
18.942,Unit_1217,2022-04-22 6:35
19.194,Unit_1218,2022-04-22 6:46
18.438,Unit_1219,2022-04-26 13:12
19.152,Unit_1220,2022-04-26 19:02
18.816,Unit_1221,2022-04-26 20:00
18.648,Unit_1222,2022-02-18 2:04
19.194,Unit_1223,2022-02-18 10:50
18.689999999999998,Unit_1224,2022-02-19 4:18
19.067999999999998,Unit_1225,2022-02-18 17:47
18.774,Unit_1226,2022-02-21 1:08
18.732,Unit_1227,2022-02-25 5:52
19.11,Unit_1228,2022-02-24 23:32
19.278,Unit_1229,2022-02-25 3:22
19.026,Unit_1230,2022-02-25 14:41
18.605999999999998,Unit_1231,2022-02-26 12:50
19.235999999999997,Unit_1232,2022-02-26 8:44
19.32,Unit_1233,2022-02-26 13:13
18.9,Unit_1234,2022-02-26 14:13
19.194,Unit_1235,2022-02-26 13:22
18.816,Unit_1236,2022-02-26 13:29
19.235999999999997,Unit_1237,2022-02-26 7:23
18.942,Unit_1238,2022-02-26 6:08
18.48,Unit_1239,2022-02-26 8:00
18.354,Unit_1240,2022-02-26 17:03
18.732,Unit_1241,2022-02-26 17:21
18.522,Unit_1242,2022-02-26 17:40
18.648,Unit_1243,2022-02-26 17:12
19.067999999999998,Unit_1244,2022-02-27 2:29
18.857999999999997,Unit_1245,2022-02-27 3:05
18.438,Unit_1246,2022-02-26 21:10
19.067999999999998,Unit_1247,2022-02-26 22:41
19.067999999999998,Unit_1248,2022-02-27 0:33
18.774,Unit_1249,2022-02-26 22:48
18.564,Unit_1250,2022-02-27 14:46
18.522,Unit_1251,2022-02-27 3:30
18.857999999999997,Unit_1252,2022-02-27 3:59
18.48,Unit_1253,2022-02-27 5:35
